"An Italian naval squadron intercepts the 'Harpoon'","1942-6-15","An Italian naval squadron intercepts the 'Harpoon' convoy and disables two British destroyers, as well as damaging the anti-aircraft cruiser HMS Cairo, although the the Italians lost a destroyer in the process. Axis aircraft then attacked and sank 2 freighters, the tanker Kentucky and 1 destroyer. Another Italian naval squadron had sailed from Taranto to intercept convoy 'Vigorous', which reversed course in the face of this threat. While it was doing this, German E-boats moved in and sank a destroyer and damaged a cruiser with torpedos. At this point British torpedo aircraft from Malta attacked the Italian naval squadron, disabling a cruiser, which was later sunk by a British submarine. In the meantime 'Vigorous' turned towards Malta again, but further reports of the Italian naval squadron steaming south, forced another course reversal. German Stukas then attacked the convoy and damaged a cruiser and sank a destroyer. The Italian naval squadron moved now moved north, removing the threat to the 'Vigorous' convoy, but Admiral Vian commanding the 'Vigorous' convoy decided that he did not have enough ammunition left to resume his course to Malta and so continued back to Alexandria, during which U-205 sank the cruiser HMS Hermione south of Crete and Stukas sank another destroyer. However, as consolation, British aircraft did manage to torpedo the Italian Battleship Littorio, which spent the next two months under repair."
"The French front begins cracking as the Germans br","1940-6-16","The French front begins cracking as the Germans break through in Champagne to Dijon, with units of 19th Panzer Korps reaching Besancon on the Swiss border. German forces, supported by heavy artillery and Stuka dive bombers, continue their assault against the Maginot Line on a broad front. The French government of Paul Reynaud resigns and is replaced by one led by Marshal Petain who immediately appoints Weygand as Minister of National Defence. 57,000 British troops are evacuated from Nantes and St. Nazaire."
"The Afrika Korps beats back the British attack at","1941-6-17","The Afrika Korps beats back the British attack at Sollum causing the British to call off ‘Operation Battleaxe’ with 1,000 British casualties and 91 tanks lost, for German losses of just 12 tanks."
"Rommel isolates Tobruk by cutting the coast road a","1942-6-18","Rommel isolates Tobruk by cutting the coast road at Gambut. The cities position is made worse after the desert air force loses its forward airfields and so is unable to give much assistance to its defenders. The Eighth Army evacuates Sidi Rezegh and El Adem."
"Plans for the offensive in to the Caucasus are cap","1942-6-19","Plans for the offensive in to the Caucasus are captured by the Russians when a staff officer from the 23rd Panzer Division is shot down. Against all orders, he was carrying the plans on his person. 40th Panzer Corps commander, General Stumme and his chief of staff are immediately imprisoned on Hitlers express orders. No changes were made to the plan as although the Russians considered them authentic, they believed that it was only a subsidiary thrust and that the main objective was still Moscow, which suited the Germans."
"In the Philippine Sea the Japanese fleet withdraws","1944-6-20","In the Philippine Sea the Japanese fleet withdraws to refuel, believing that their aircraft have landed safely on Guam. US Task Force 58 (Admiral Mitscher) launches an air strike on the Japanese fleet in the late afternoon. The 216 American aircraft encounter 35 defending fighters and sink the carrier Hiyo. Two other Japanese aircraft carriers are damaged as are a battleship and a cruiser. US loses amount to 20 planes shot down and 72 crashing while attempting to land on their carriers in the dark. During the night, the Japanese fleet withdraws and are not pursued."
"Organized resistance on Okinawa ends after 82 days","1945-6-21","Organized resistance on Okinawa ends after 82 days of the bloodiest fighting in the Pacific, during which 98,654 Japanese have been killed and 6,922 captured. U.S. loses were 6,990 killed and 29,598 wounded."
"Germans troops cross the River Loire in strength a","1940-6-22","Germans troops cross the River Loire in strength as an armistice between France and Germany is signed at Compiegne. Its terms are read out loud to the French delegation by Generaloberst Keitel and provide for the occupation of the entire Channel and Atlantic coastlines, all major industrial areas, Alsace-Lorraine is to be returned to Germany. Most of southern France will remain unoccupied, with a French administrative centre at Vichy. The French Army and Navy is to be demobilized and disarmed and France is to bear the cost of the German occupation. All French prisoners of war are to remain in Germany until a peace treaty is signed."
"The Soviet attack begins. There are four front-lev","1944-6-23","The Soviet attack begins. There are four front-level commands engaged in the operation, under the STAVKA direction of Marshal Zhukov (the southern wing) and Marshal Vasilevsky (the northern wing). The Soviet combat forces directly engaged in the offensive amount to over 1,250,000 men (in 124 divisions), over 4000 tanks and self-propelled guns, over 24,000 artillery pieces and over 6300 aircraft. The target of Operation Bagration is German Army Group Center (Busch) holding a salient centered on Minsk.The German defenders amount to 800,000 men in 63 divisions with about 900 tanks and assault guns, 10,000 artillery pieces and 1300 planes. Advances of up 11 miles are recorded by Red Army troops of 2nd, 3rd Belorussian and 1st Baltic Fronts. Meanwhile in the far north, forces of the Soviet 7th Separate Army cross the Svir River."
"The village of Levzasky is destroyed in reprisal f","1942-6-24","The village of Levzasky is destroyed in reprisal for the assassination of Reichsprotektor Heydrich in Prague by Czechoslovakian resistance fighters with British supplied equipment on May 27th. In total, more than 1,000 people are killed in various reprisals."
"Born Today: Commanding General Henry Hap Arnold (F","1-6-25","Born Today: Commanding General Henry Hap Arnold (First US Air Force General), George Orwell (author), George Michael (singer), Mike Myers (actor)"
"The Democratic People's Republic of Korea Army (DP","1950-6-25","The Democratic People's Republic of Korea Army (DPRK - North Korea) artillery and mortars open fire on Republic of Korea (ROK - South Korea) Army positions south of the 38th Parallel, the line then serving as the border between the two countries. The opening barrage is followed shortly by tank/infantry attacks at all points along the Parallel. At 11 a.m. North Korea announced a formal declaration of war and what is now known as The Korean War officially began. In this announcement North Korea claimed ROK forces on the Ongjin Peninsula attacked North Korea in the Haeju area (west) and their declaration of war was in response to this attack. This claim was bogus."
"Operation Bagration continues. At Vitebsk, element","1944-6-26","Operation Bagration continues. At Vitebsk, elements of 3rd Belorussian Front penetrate the defenses of the trapped German 53rd Corps. During the night, a breakout is attempted but most of the 28,000 German troops are either killed or captured. Other elements of 3rd Belorussian Front capture Orsha, to the south. Forces of 2nd Belorussian Front capture Mogilev. The attacks of 1st Belorussian Front encircle Bobruisk, trapping 40,000 troops of German 41st Panzer Corps (part of 9th Army)."
"Convoy PQ-17 sets sail from Iceland. It consists o","1942-6-27","Convoy PQ-17 sets sail from Iceland. It consists of 35 merchants, 3 rescue ships and 2 tankers for refueling and is heavily loaded with 297 aircraft, 594 tanks, 4246 lorries and gun carriers, plus an additional 156,000 tons of cargo. The convoy is to be guarded by 21 close escorts, 7 warships from a cruiser covering force and a further 19 warships in a distant covering force. All told 1 aircraft-carrier, 2 battleships, 6 heavy cruisers, 23 destroyers, 4 corvettes, 3 minesweepers, 2 AA ships, 4 ASW trawlers are to protect the convoy. Additionally, 15 submarines, six of them Russian are placed ahead of the the convoy."
"Field Marshal Fedor von Bock launches Operation Bl","1942-6-28","Field Marshal Fedor von Bock launches Operation Blau and hurls three armies and 11 Panzer divisions East in a massive assault whose objective is nothing short of the Caucasus mountains and oilfields. In classic blitzkrieg style, the Germans fan out across open steppe and grassland, crushing the 40th Army, folding the 13th Army northward and disintegrating the reeling 21st and 28th Armies. Russian troop command crumbles under the drive. Russian logistics, exhausted by the Moscow counteroffensive, cannot keep up with the demand. A German sergeant tells Propaganda Kompanie men It's quite different from last year, it's more like Poland. The Russians aren't nearly so thick on the ground. They fire their guns like madmen, but they don't hurt us!. That evening, in Sevastopol, German troops cross North Bay under a smoke screen and seize the southern shore, capturing Inkerman in the process."
